review,sentiment
"Watching Stranger Than Fiction director Marc Forster's The Kite Runner is the cinematic equivalent of eating your vegetables because this art-house epic rated PG-13 is good for your movie-going diet. No, this isn't the kind of movie that I like to slouch on the couch and eyeball at the end of a tough day. The Kite Runner isn't your typical mainstream movie designed to entertain you and make you forget about your troubles. First, no celebrity stars appear in it. Second, nothing is cut and dried, black or white, or so outlandish that you don't believe an image that you see. Third, The Kite Runner lapses into subtitles when the characters occasionally speak in their native tongue. Fourth, Forster's film isn't a romantic trifle about boy-wants-girl, boy-loses-girl, and then boy-wins-girl back. Fifth, this foreign language film may make you feel uncomfortable and challenge your assumptions about life, friendship, and survival. The chief themes here are cowardice and redemption. The protagonist commits a cowardly offense in the first half of the action that he must atone for at the cost of his own personal safety and integrity. Right, The Kite Runner is about redeeming oneself for the sins of the past. We're talking about personal accountability, so don't rent or buy this wonderful movie for a boy's night out celebration or something to take the bad taste of the day out of your system. Based on Khaled Hosseini's bestselling novel, this culturally enlightened melodrama about right and down initially looks like one of those light-hearted friendship movies about adolescents in the vein of The Adventures of Tom Sawyer and The Sandlot. About a half-hour into its 127 minutes, this escapade about two youngsters who fly kites in Afghanistan turns dark and unsavory. Nevertheless, if you can handle the remaining hour of the plot, you'll emerge gratified, relieved, and perhaps even entertained. <br /><br />The Kite Runner opens in San Francisco in the year 2000 as our protagonist, Afghan émigré Amir Jan (Khalid Abdalla of United 93) and his wife Soraya (Atossa Leoni of The Florist) receive two boxes of published copies of Amir's first novel. No sooner has Amir had a chance to bask in his triumph of a life-time as a storyteller than the phone jars him from his reverie and he is drawn reluctantly back into a past that is best left forgotten for him. Rahim Khan (Shaun Toub of The Nativity Story) calls Amir from Pakistan to make a request. Rahim was a servant in Amir's household back in the 1970s when Amir lived with his wealthy Pashtun merchant father Baba (Homayoun Ershadi of A Taste of Cherry) in Afghanistan before the Soviet invasion. ""You have one more chance to be good,"" Rahim informs Amir without sugar coating his request. Basically, Rahim wants Amir to fly to Pakistan and then enter war-torn Afghanistan and rescue Rahim's young grandson Sohrab (Ali Danish Bakhty Ari) who is being held a prisoner against his will as a sex slave for Assef (newcomer Abdul Salam Yusoufzai) a cruel Taliban chieftain and Amir's once dreaded adversary. <br /><br />The Kite Runner shifts from San Francisco in 2000 to an extended flashback set in Kabul in 1978 when life was idyllic. Twelve-year-old Amir (Zekiria Ebrahimi) and the son of his father's servant, Hassan (Ahmad Khan Mahmoodzada) love to watch movies, such as John Sturges' western The Magnificent Seven, when they aren't flying kites. Incidentally, this is kite flying like you've never seen kite flying. Not only do the kids fly them, but they also compete with other kids to see who can cut the strings of another kid's kite. The kite fighting flight scenes generate the same kind of excitement that the dog fighting scenes had in Tony Scott's Top Gun. Hassan is Amir's best friend but unlike Amir, Hassan belongs to the reviled Hazara minority. Earlier, young Amir and Hassan had a confrontation with young Assef (Elham Ehsas) and his two flunkies. Assef was about to beat them up, but Hassan pulls out his slingshot and threatened to use it on Assef. Assef had no choice but to back down. Meanwhile, Amir was prepared to suffer the hand fate had dealt him. Amir's father Baba laments his son's lack of spine and fears that he will grow up half of a man because he is a coward, unlike the plucky little Hassan who bails Amir out of predicaments. Anyway, Amir and Hassan emerge from the showdown with Assef without a scratch. Later, after Amir sets a new record with his kite flying and fight skills, Hassan runs after a kite to claim it. Hassan is the eponymous character referred to in the title. Hassan claims the fallen kite but he finds himself at the mercy of Assef and his two minions. Assef lets Hassan kept the kite, but his minions pin Hassan spread-eagle, belly down in an alley while Assef sodomizes the youth. Worst, a traumatized Amir watches the assault from nearby but lacks the courage to intervene on behalf of his friend who would have intervened for him.<br /><br />Aside from the extraordinary aerial scenes with the kites, The Kite Runner is down-to-earth, straight-forward stuff. When Amir returns to Afghanistan to rescue Sohrab, he masquerades as a Taliban fighter but he doesn't carry a firearm. The rescue scene in The Kite Runner is rather like the escape scene from The Midnight Express. While Forster doesn't explore the local politics or plunge us into the ethnic and cultural issues at stake here. Indeed, Troy scenarist David Benioff had to eliminate some parts of the book and the racial and ethnic prejudices aren't clearly delineated so you have to accept some things on faith. Forster lensed the film in nearly China to give it an authentic look. Forster deserves credit for making this two hour plus epic fascinating. The performances, especially by the children, stand out for their believability. The Kite Runner is a film that you won't easily forget.",positive
"I have to say I was pleasantly surprised by this movie. Other than the mother being a complete moron on a few occasions and the youngest daughter being idiotic enough to go out at night, into woods that scared her in the daytime, this movie was pretty good. Had the director had the sense to treat us as if we had brains, maybe he'd have given us a movie where the people didn't have to behave idiotically, but still manage to get into danger. It worked for the plumber and the fellow in the trailer, but apparently the teenagers and the mother needed to be idiots, for the director to get closure in ending this film.<br /><br />Atmosphere was great, scenery was awesome and the undead kids scared the crap out of me... I live in a wooded area, so taking out the trash will creep me out for quite a while. The movie works for me accept for what I already mentioned. Raise the mom's IQ a bit and I'd give it a ten...",positive
"I loved this movie!<br /><br />Movies and plays fulfill their purpose when they expose social, political, and other problems that affect the majority. This movie served that purpose.<br /><br />I identify with the plot and know people to whom this has happened. At the time this movie was made, concepts presented in this flick were advanced for the public, yet had already happened to friends of mine by way of people in powerful positions. And, I know what it is like when people do to you what they did to Angela Bennett, because they have done it to me.<br /><br />I greatly enjoyed Sandra Bullock's portrayal of Angela Bennett/Ruth Marx. She portrays a pretty, intelligent, and witty young woman who has the courage to avoid giving up to overwhelming odds, fight hard to keep her sanity and restore her life, and try to protect those whom she loves. Losing her self-concept and succumbing to that age-old attempt to bolster a sagging self esteem by indulging in sex with a stranger added a poignant touch of reality.<br /><br />The climax of the plot reveals the only real solution to this kind problem.",positive
"I used to watch this show as a child, and I loved it! I watched it when it came on Toonami YEARS ago....Sheesh, I sound so old! I must've been 13 or 14 when it came on...But anyways, it had a great plot line, and I'm one of those girlie-girls who watched (and ADORED) Sailormoon, and I enjoyed it very much. The animation wasn't the best....Quite amusing in some parts, actually, and the voice acting was EXTREMELY lame in the beginning, but it was all a good watch, and I found myself sucked into it day after day.<br /><br />Samurai Troopers/Ronin Warriors is a classic, and an all-time one of my faves. Go Ryo!!!!",positive
"This film starts out with all the moody promise of a great contemporary noir Western - after the ill-conceived opening flashback sequence anyway. The scenery is beautifully desolate, the characters achingly isolated. While some of the acting is less than believable, the plot ultimately delivers enough tension and twists to make this movie worth a look.",positive
"NOROI follows a documentary filmmaker, Masafumi Kobayashi, as he slowly uncovers something mysterious and evil that's leaving a trail of dead bodies in its wake. After interviewing a woman who claims to hear loud baby's cries coming from the house next door (where there is no baby), Kobayashi heads over to talk to the neighbor. He's greeted with hostility by the unhinged, disheveled woman (Maria Takagi) who answers the door (and promptly slams it in his face) and gets a peek at her 6-year-old son through a window. Strangely, both the woman and her son disappear just days after his visit (leaving behind a pile of dead pigeons on their back porch), and the woman who first complained about the noises, as well as her daughter, are both killed in a mysterious accident not long after that. This piques Kobayashi's interest and he sets out on a quest to find out what's going on. He soon uncovers that those with psychic abilities and extra-sensory perception seem to be tuning into something sinister, unexplainable and possibly even apocalyptic. Well-known 10-year-old clairvoyant, and TV celebrity, Kana (Rio Kanno) seems to think we may all be doomed, but she mysteriously disappears before she can be of much help. Another female psychic/actress (Marika Matsumoto) becomes involved, as does Mr. Nori, a mentally unstable kook/psychic who wears a hat and jacket made of aluminum foil and thinks people are being eaten by what he refers to ""ectoplasmic worms."" Clues eventually lead back to the site of a small village that's now covered by a lake, and the legend of an ancient demon known as Kagutaba...<br /><br />Unlike many other hand-held horror flicks, this one depends just as much on the plot as it does reactionary first-person scares. Thankfully there's something of a storyline here, a very interesting and intricate one at that, so it doesn't rely on glimpses of horrific things through spastic camera-work every once in awhile to keep your interest. The way Masafumi travels around following leads in search of the truth - with well placed jolts along the way - reminded me somewhat of THE OMEN in its pacing. The film also doesn't entirely consist of footage shot by the documentarian, but weaves in news reports and television variety shows as if what we're watching is an already completed documentary. That helps to break up some of the monotony usually associated with films shot in this particular style. The performances are good enough not to harm any of the realism of the 'actual' footage either. Overall, it's a well-made horror film, with lots of plot shifts, some suspense and quite a few genuinely creepy moments, that's well worth checking out. My only real gripe is that it could have used a little trimming here and there and seems to go on a bit too long. Otherwise, pretty good stuff.",positive
"Grey Gardens is a world unto itself. Edith and Little Edie live in near total isolation, eating ice cream and liver pate in a makeshift kitchen in their (apparently) shared bedroom. Cats loll about while mother Edith insults her daughter's elocution. This is a Tennessee Williams play come to life and should inspire screenwriters and playwrights, as the bizarre and overlapping dialogue is 100% real.<br /><br />The situation in the house reminds me exactly of how my grandmother and her 50-ish daughter lived for a decade (other than that they were poor and clean). They would bicker all day, grandmother talking about her gloriously perfect past while her daughter continually blamed her for missed opportunities with men, work, and self-expression.<br /><br />This film is a must-see for anyone writing a mother/daughter relationship of this kind. It is sad and voyeuristic, but the filmmakers did an amazing job getting the Edies comfortable enough to expose themselves so recklessly. It is rare to see true life this way and all the more special considering the context--remnants of a powerful family fading into nothingness in the skeleton of their own mansion.",positive
"Cusack does his best David Niven in this one, although I don't know if anyone besides me noticed it.<br /><br />When seen with this in mind, its a deliciously over saturated 'wants to be taken more seriously than Austin powers but still be pretty d*mn funny' reworking of an under-appreciated comedy classic.<br /><br />Hillary Duff does an over sexualized Britney spears lap dance version of Mata Bond. The writers built a little reverse Oedipus twist into the plot - interesting choice.<br /><br />I never knew how soothing Montel's voice was until this movie... I think he has found a new calling doing nav system voice overs!",positive
"How powerful and captivating simple quality filmmaking can be. This film tells it's tale with everyday scenes that manage to revel the poignancy hidden within. It's true as others have stated, how this film really makes it glaringly obvious how lost Hollywood is in it's special effects, overblown emotionalism and over the top climatic endings and have forgotten the essence of a meaningful story told with simple realism. So much of what these characters are going through is implied by the scene rather than spelled out in wordy dialogue. One aspect that I really enjoyed about the film was the contrast of the two brothers, one so very openly expressive in his childlike way and the other completely stoic but both able to evoke deep emotion. The older brother needed to say little, as he usually did, it was all there in that deadpan face of his! Beautiful cinematography, wonderful acting, great direction! Not to be missed!",positive
"Greetings again from the darkness. Based on the mega-best seller from author Khaled Hosseini, the film provides us a peak at the ugliness of post-Russia invaded Afghanistan and the terror of the Taliban. Director Marc Foster adds a gem to his resume, which already includes ""Monster's Ball"", ""Finding Neverland"" and ""Stranger Than Fiction"".<br /><br />The story of young friends Amir and Hassan and the unknown bond they share into the next generation. This is a story of honor and courage and loyalty and is an unusual coming-of-age tale. Some great scenes of the boys when they are kids and then a couple of truly amazing scenes as Amir returns as an adult to find Hassan's imprisoned son.<br /><br />This is tight, compelling story telling with a message. The acting is solid throughout, with no one actor stealing the screen. Although not a pleasant story to watch unfold, it is certainly meaningful and heart felt. Plus a quick shot of Midnight Oil playing in the pool hall is a welcome gift.",positive
"Though ""The Sopranos"" is yet another gift from the megahit ""The Godfather"" and sequels, which dramatized and to a certain extent glamorized the mafia, ""The Sopranos"" takes another tack. No suited up, classy mobsters here with homes in Lake Tahoe and stakes in Vegas casinos - these guys are goombahs, with a front of waste management, who deal with things that fall off the back of trucks, topless bars, protection money - in short, what the neighborhood mobs were all about.<br /><br />Colorful characters dominate this series, which doesn't hold back on the sex and graphic violence. Tony Soprano (James Gandolfini) is a mob head with a wife and two children, living in New Jersey, who suffers from panic attacks as he tries to balance his biological family with his mafia one. To get to the bottom of his attacks, he sees a psychiatrist, Jennifer Melfi (Lorraine Bracco), who is afraid of him and yet attracted to him at the same time. Tony's henchman - Paulie, his nephew Christopher, his Uncle Junior (the titular head of the mob), his good friend Pussy - are all fully fleshed-out characters.<br /><br />As we learn going through the series, there are enemies not only from without, but from within, and one of those enemies includes Tony's sickly but horrible mother (Nancy Marchand), who convinces Junior that Tony is a danger to him. Tony's sister Janice, meanwhile, is searching for money in her mother's house with a stethoscope and a Geiger counter. Tony has mistress problems, and a wife (Edie Falco) who puts up with a lot because she loves him, all the while keeping ties to her Catholic religion. ""The church frowns on divorce,"" she tells one woman contemplating a split. ""Let the Pope live with him,"" is the response. As far as Tony's mistress problems, his psychiatrist points out that Tony is attracted to demanding women for whom nothing is ever enough, and asks him if it sounds familiar. Yeah, it sounds like his mother.<br /><br />I'm of Italian descent, and yes, I'm sick of Italians being shown in a negative light and everyone assuming all Italians are mobsters. Yet you can't help liking this show, which is a constant reminder of our culture. (Thanksgiving, it's pointed out, isn't turkey and sweet potato pie - it's the antipasto, the manicotti, the meatballs and escarole, and then the bird!) Not to mention, the right-on pronunciation of words like melenzana (mullinyan), escarole (scarole), manicotti (manigot) etc. The only un-Italian thing about Tony is that he doesn't have a finished basement, something unheard of in the rest of my family (except my parents never had one either).<br /><br />The standouts in this show are Gandolfini, as a ruthless gangster on antidepressants, Falco, who is brilliant as his wife, and Bracco as the tortured Jennifer. But everyone is excellent. If you can take the violence and the language, this is a great show, an unrelenting portrait of New Jersey mob life.",positive
"If you think ""Weird Al"" Yankovic is hilarious, you won't be disappointed by THE COMPLEAT AL. Not only does this rare mockumentary feature many of Yankovic's more memorable videos (""Like A Surgeon"" and ""I Love Rocky Road"" among them), but they are inter-spliced with funny vignettes supposedly highlighting the parodist's rise to fame. Yankovic is not for all tastes, but his humor is harmless and imaginative enough that even non-fans will at least be lightly amused. Die-hard fans will love it not only for its content, but also for its relatively early look into Yankovic's now nearly three decade career. Suitable for all ages, kiddies will no doubt love the funny visuals.",positive
"You have to have lived in Japan for awhile to enjoy the beauty of this movie! I lived on Okinawa for over 2 years, and northern Honshu for 4. Believe it or not, what you see paints a very good and accurate picture of contrasting east/west mentalities, both from a sports as well as personal relationships perspective. A funny, funny, and heartwarming movie that deserves better than Americans viewing it can ever judge. 8+ out of 10!",positive
"Who would think Andy Griffith's ""Helen Crump"" (Aneta Corsaut) had a Steve McQueen movie in her past? But that is only one of several weird and wonderful things about the ultimate 1950s teenagers-battle-creatures movie, which might best be described as Rebel Without A Cause meets God Knows What From Outer Space. The Rebel is Steven McQueen (who would shortly decide that ""Steve"" sounded less prissy), a good boy with just enough wild to be interesting; the very wholesome yet understanding girlfriend is the aforementioned Aneta Corsaut. It was bad enough when their date was disrupted by teenage hot-rodders, but they are considerably more nonplussed when they encounter a gelatinous, man-eating What Is It that rides down to earth on its own hotrod meteor--and begins gobbling up townfolk right and left. But will the grown ups believe them? Of course not, what do they know, they're just kids!<br /><br />The movie is teeny bopper at its teeny bopping best. The actors take the rather pretentious script very seriously, with many a soulful look into each other eyes, and the ""adult"" supporting cast probably says ""Kids!"" very third sentence or so. But the real pleasure of the film its creature, which is well imagined, well-executed, and often manages to generate a surprising degree of suspense. And although clearly on the cheap side (check out those miniature sets, guys!), THE BLOB is actually a fairly well-made film--and there's that catchy little theme song thrown in for good measure. The 40-plus crowd (myself included) will enjoy the movie as nostalgia, but that won't prevent them from hooting right along with the younger set at its whole-milk-and-white-bread 1950s sensibility, and the film would be a great choice for either family-movie night or a more sophisticated ""grown ups only"" get together. Make plenty of Jello cubes for movie snacking! Gary F. Taylor, aka GFT, Amazon Reviewer",positive
"Spanish director Luis Buñuel career spanned almost 50 years, from 1929 to 1977. Arguably, his best films were those he made during his exile in Mexico - from the late forties to the early 60s. There he had to deal with very cheap budgets, and work in an industry interested mainly in churning commercial movies to unsophisticated audiences, yet he somehow managed to make interesting, thought provoking movies that have stand the test of time. This movie is based on a novel by Spanish author Benito Perez Galdos - and the adaptation is quite faithful, even if the setting is now early 20th century Mexico instead of early 20th century Spain. The protagonist, Nazarin, is a priest who tries to live a life that is as faithful as it can be to the one prescribed by Christ. The question many would ask is whether such endeavor would be possible, without incurring in the hostility, incomprehension and mockery of your fellow human beings. As it happens, he suffers a lot of indignities, yet he remains stubborn (until the controversial final shot) to this objective. I think Buñuel wanted to show Nazarin as a somewhat ridiculous figure, but perhaps inadvertently, his stubbornness (at least to this viewer) comes out as admirable. In any case, a great film.",positive
"I saw ""Sweeney Todd"" on Broadway in 1980. It starred George Hearn and featured most of the other cast principals who appeared in the national touring company production, which was videotaped for TV in Los Angeles in 1982. Last night I watched the new DVD release of the Los Angeles production, although I have owned the videotape for many years. The production and the performances could have hardly been better but the original tape's age showed because both the audio and video quality are below modern standards, even on a newly pressed DVD. Nevertheless I still give it 10 out of 10 because of the greatness of the work and George Hearns's and Angella Lansbury's startlingly wonderful performances. Even today, my most memorable recollection from a live musical theater performance has to be Hearn's rendition of ""These are My Friends."" ""You'll drip rubies,"" brrr.",positive
"Billed as Takashi Miike's ""first family film"" - by people who haven't seen Zebraman, presumably. YOKAI DAISENSO takes things even further in the direction of family-friendliness, diluting the darkness and cynicism to create a grand fantasy fairy tale. A young boy is chosen by fate to save the world from monsters and horrors of which they remain largely unaware. The film is evidently bigger budget than anything else Miike has done, with lots of CGI to create fantasy world populated by odd creatures (the YOKAI). Perhaps the lack of extreme content is a consequence of more nervous investors, but I think it's probably just that he wanted to do something different. He's really never been a one-trick pony, but often gets accused of it - perhaps YOKAI is designed to silence those critics. Regardless, it's a great project for Miike to channel his boundless imagination and invention into.<br /><br />There's a very cartoonish feel to the production, evoking thoughts of Miyazaki in places. The Yokai are based on an old series of comics that were in turned based on Japanese folk tales, which certainly influenced Miyazaki as well (particularly SPIRITED AWAY). It must remembered that Miike has nothing like the budget of a Harry Potter film to work with, so the special effects aren't going to be seamless Hollywood style work - some blue-screening is especially obvious. Some of the special effects are great though, with some very well animated creatures (a mix of CG, stop-motion and puppetry). I think the little sock-puppet that follows the hero around for much of the film was *meant* to look really cheap, and is all the cuter for it :) The young lad who plays the hero of the film does a really good job - it's so hard to find a pre-teen who actually understands the concept of acting, but 9 year old Ryunosuke Kamiki is a genuine talent (I see he did voices in the last 2 Miyazaki films!). Chiaki Kuriyama is delicious as the villainess of the piece, though Mai Takahashi made an even greater impression as the pixie-eared River Princess - yum yum! Those looking for another violent, perverted gangster film aren't going to find what they're looking for in YOKAI, but if you're a fan of Miike because of his imagination and wit, there's plenty to satisfy here. And it has the added bonus that you can happily put it on whatever company you've got :)",positive
"Stunning. Absolutely stunning. This is a movie about two kids who's father suddenly has a vision. He claims an angel visits him, and tells him that they need to kill ""demons"". He gets instructions later, and they start rounding up the demons, which are, to the naked eye, ordinary people. They kill these so-called demons with an ax to the head, and chop them up, burying them in the rose-garden. Their father claims he can see their sins when he touches them. The movie continues, with a twist at the end.<br /><br />The thing that I love about this movie, is that it perfectly captures the frailty of human perception. Is their father completely mad? Or, is he telling the truth? The audience is left to decide. Go make the judgment for yourself, and see the movie. Now.",positive
"Japan is in serious trouble. Demons have infested Edo, taking possession of earthly forms and bending them to their unholy will. On top of that, the rebirth of Ashura, Queen of the demons, is nigh. The only thing that stands against this grave threat are the Demon Wardens, a fearsome group of warriors, who might just be as bad as the demons themselves.<br /><br />Izumo is a retired Demon Warden, who five years ago, took up theater instead of Demon Slaying after accidentally killing a innocent child (In a battle that's strangely reminiscent of the bar scene from Dusk till Dawn). One night by a chance encounter he meets a beautiful and mysterious woman named Tsubaki. Their fortunes intertwine (literally) and they are bound by fate to be lovers and enemies.<br /><br />If you think this sounds like your typical Japanese Fantasy/Swordplay epic, you'd be wrong. In fact, there's nothing typical about Ashura. It is a hodge-podge of many different genre's of film. Those just mentioned, as well as a comedy, drama, and romance. Director Yojiro Takita (Onmyoji) juggles the genre's fairly respectfully (Although, the comedy seems forced in some scenes) and the end result is a ridiculous, but really fun popcorn movie.<br /><br />To be sure, there are flaws in the film. Some of the humor seems contrived, and out of place. And the acting isn't the greatest. But seriously, do you watch Fantasy/Swordplay/Comedy films for the great acting performances?? No, we watch them for the action and the crazy CG visuals, all of which Ashura has in Spades. Not to be misleading, the film is not all action, but it is spaced out generously enough with lots of swordplay and buckets of green blood to keep the average viewer happy.<br /><br />Bottom line; the films has it's faults and is not a martial arts epic, but it doesn't try to be and it features interesting visuals and good swordplay action. The reason the film worked for me is that it never takes itself too seriously and if the viewer does the same, their sure to be delighted by this fun and silly swordplay fantasy action flick.<br /><br />My Rating 7 out of 10. Fun popcorn movie.",positive
"A fascinating relic of the turbulent cultural/political aura of the late 60s (taking in the class struggle as well) which, ironically, in view of its outdated and occasionally embarrassing conservative views, makes full use of the permissiveness that prevailed for a while in mainstream cinema and which came about as a direct result of the liberal attitude it purports to criticize! Norman Wexler's incisive Oscar-nominated script is superbly enacted by Peter Boyle (in a powerhouse performance) who manages to make his garrulous, down-to-earth yet hypocritical and opportunistic character (with a barely-disguised fascist streak which comes to the fore in the remarkable violent conclusion) likable, even admirable; indeed, he comes across uncannily like a flabbier version of the young Marlon Brando! Similar to other generation gap movies of its era like TAKING OFF (1971) and HARDCORE (1978) but also nihilistic vigilante films like DEATH WISH (1974) and TAXI DRIVER (1976) - interestingly enough, two of these also feature Boyle - JOE ultimately emerges as an engrossing and powerful drama which could have been a masterpiece if it had had a more experienced director at the helm...",positive
"Although I love this movie, I can barely watch it, it is so real. So, I put it on tonight and hid behind my bank of computers. I remembered it vividly, but just wanted to see if I could find something I hadn't seen before........I didn't: that's because it's so real to me.<br /><br />Another ""user"" wrote the ages of the commentators should be shown with their summary. I'm all for that ! It's absolutely obvious that most of these people who've made comments about ""Midnight Cowboy"" may not have been born when it was released. They are mentioning other movies Jon Voight and Dustin Hoffman have appeared in, at a later time. I'll be just as ruinously frank: I am 82-years-old. If you're familiar with some of my other comments, you'll be aware that I was a professional female-impersonator for 60 of those years, and also have appeared in film - you'd never recognize me, even if you were familiar with my night-club persona. Do you think I know a lot about the characters in this film ? YOU BET I DO !!....<br /><br />....and am not the least bit ashamed. If you haven't run-into some of them, it's your loss - but, there's a huge chance you have, but just didn't know it. So many moms, dads, sons and daughters could surprise you. It should be no secret MANY actors/actresses have emerged from the backgrounds of ""Midnight Cowboy"". Who is to judge ? I can name several, current BIG-TIME stars who were raised on the seedy streets of many cities, and weren't the least bit damaged by their time spent there. I make no judgment, because these are humans, just as we all are - love, courage, kindness, compassion, intelligence, humility: you name the attributes, they are all there, no matter what the package looks like.<br /><br />The ""trivia"" about Hoffman actually begging on the streets to prove he could do the role of ""Ratzo"" is a gem - he can be seen driving his auto all around Los Angeles - how do you think he gets his input? I can also name lots of male-stars who have stood on the streets and cruised the bars for money. Although the nightclub I last worked in for 26 years was world-famous and legit, I can also name some HUGE stars that had to be constantly chased out our back-street, looking to make a pick-up.<br /><br />This should be no surprise today, although it's definitely action in Hollywood and other cities, large and small. Wake-up and smell the roses. They smell no less sweet because they are of a different hue.<br /><br />Some of the ""users"" thought ""Joe Buck"" had been molested by his grandma. Although I saw him in her bed with a boyfriend, I didn't find any incidence of that. Believe-it-or-not, kids haven't ALWAYS had their own rooms - because that is a must today should tell you something kinda kinky may be going-on in the master-bedroom. Whose business? Hoffman may have begged for change on the streets, but some of the ""users"" point-out that Jon Voight was not a major star for the filming of ""Midnight Cowboy"" - his actual salary would surprise you. I think he was robbed ! No one can doubt the clarity he put into his role, nor that it MADE him a star for such great work as ""Deliverance"". He defined a potent man who had conquered his devils and was the better for it: few people commented he had been sodomized in this movie. The end of the 60s may have been one of the first films to be so open, but society has always been hip.<br /><br />I also did not find any homosexuality between ""Ratzo"" and ""Joe"" - they were clearly opposites, unappealing to one another. They found a much purely higher relationship - true friendship. If you didn't understand that at the end of the movie, then you've wasted your time. ""Joe's"" bewilderment, but unashamed devotion was apparent. Yes, Voight deserved an Oscar for this role - one that John Wayne could never pull-off, and he was as handsome in his youth.<br /><br />Hoffman is Hoffman - you expect fireworks. He gave them superbly. Wayne got his Oscar. Every character in this film was beautifully defined - if you don't think they are still around, you are mistaken. ""The party"" ? - attend some of the ""raves"" younger people attend.....if you can get in. Look at the lines of people trying to get into the hot clubs - you'll see every outrageous personality.<br /><br />Brenda Viccaro was the epitome of society's sleek women who have to get down to the nitty-gritty at times. If you were shocked by her brilliant acting, thinking ""this isn't real"", look at today's ""ladies"" who live on the brink of disrepute....and are admired for it.<br /><br />The brutality ""Joe"" displayed in robbing the old guy, unfortunately, is also a part of life. You don't have to condone it, but it's not too much different than any violence. ""Joe"" pointedly named his purpose - in that situation, I'd have handed-over the money quicker than he asked for it. That's one of the scenes that makes this movie a break-through, one which I do not watch. I get heartbroken for both.....<br /><br />John Schlesinger certainly must have been familiar with this sordidness to direct this chillingly beautiful eye-opener- Waldo Salt didn't write from clairvoyance. Anyone who had any part of getting it to the screen must have realized they were making history, and should be proud for the honesty of it. Perhaps ""only in America"" can we close our eyes to unpleasant situations, while other movie-makers make no compunction in presenting it to the public. Not looking doesn't mean it isn't there - give me the truth every time. Bravo! to all......",positive
"Okay, this show is nothing but AWESOME! It has a great story line and plot and great actors and actresses. Jeremy Sumpter is so hott and he is perfect for the role! He is gunna be big in Hollywood. He has a bright future ahead! This show better last a long time because I really love this show, and I hope that it has a lot of success! It is so interesting. I have been waiting for it to come out for about 6 or 7 months and it's finally here, and it's great! I tape it, too. I can watch it whenever I want now! Too bad its only on once a week though. I wish it was on at least twice a week because now I wish that it was Tuesday every day! Hope you all like this show!<br /><br />~Ashley~",positive
"There's no way to confront 'Zabriskie Point' from a rational standpoint or attempt to describe it using words and conventions you'd use for other movies. This is because it isn't a movie. It's an idea and a feeling that the filmmakers have that somehow got turned into an object as mundane as a film. What we see are not the unfoldings of a plot, but rather a sequence of events that we don't see in films every day but only imagine happening as the background we ourselves will supply when we hear about some tragic event in the news of or from friends. We we see is our imagination of people that are abstractions to us- no one we know, but we've doubtless heard of them in a book or on TV or somewhere. So what do we see? Events. We see people arguing, driving, and inevitably, escaping. Only the escape is from something intangible- it is the collective situation and cruelty that the mass of a civilization has allowed to exist though laziness, or...human nature. Set in late 1960s Los Angeles, our players act against and in response to the self-inflicted miseries of modern existence. These creatures are effectively blank slates that can display any trait we can imagine if we desire. Although the actions taken might be seen as criminal or irresponsible, , the characters are not themselves criminals. They are human beings seeking a return to a familiar, non-manufactured existence that is beyond the normalcy they experience everyday. Not that they are ever happy or sad, but they achieve a type of self actualization when they move beyond and away from the suicide of modern living. They only achieve true life in the natural world, even though that is the next victim of modern existence. At the end, 'Zabriski Point' is a eulogy of humanities attachment to the natural world. As even the most desolate pieces of the earth succumb to our notions of progress, we lose our souls on the path to death of the human spirit.",positive
"In one of her first movies, Romy Schneider shines as young queen Victoria of Britain, as she is suddenly put into the throne at the age of 18, learns to govern despite the machinations of the politicians, and eventually romances and marries Prince Albert of Saxony. Kitschy and campy (though surprisingly faithful to the real events), this romantic piece is irresistible. Seeing this movie about British royals spoken in German adds to its quaint charm. On that front, one wonders why an Austrian movie was made about an English queen; but then one remembers that in 1954, Austria was still under occupation by allied troops, including British ones. Maybe this was one of the reasons for the existence of this film.",positive
